mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity	Reeds	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	Turfs	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurfs	ActiveCommits	ActiveCommitRatio
0	2017-12	1	37	213	37	0	213	0	0	0	0	0	0	0	213	0	0	213	0	213	1	1.0	1.0	213	0	0.0	0.0	0	1	1.0
1	2018-01	0	37	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
2	2018-02	3	37	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
3	2018-03	0	37	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
4	2018-04	1	37	213	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	0.0	0.0	0	1	1.0	1.0	2	1	1.0
5	2018-05	0	37	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
6	2018-06	1	36	208	0	1	0	5	0	0	0	0	-1	-5	0	5	0	0	5	5	0	0.0	0.0	0	1	1.0	1.0	5	1	1.0
7	2018-07	0	36	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
8	2018-08	0	36	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
9	2018-09	2	36	208	0	0	0	0	0	0	4	0	0	0	0	0	4	0	4	4	0	0.0	0.0	0	2	1.0	1.0	4	2	1.0
10	2018-10	0	36	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
11	2018-11	0	36	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
12	2018-12	2	39	231	4	1	28	5	0	0	0	0	3	23	28	5	0	28	5	33	1	0.5	0.5	28	1	0.5	0.5	5	2	1.0
13	2019-01	1	35	203	0	4	0	28	0	0	0	0	-4	-28	0	28	0	0	28	28	1	1.0	1.0	28	0	0.0	0.0	0	1	1.0
14	2019-02	3	40	243	5	0	40	0	0	0	0	0	5	40	40	0	0	40	0	40	1	0.5	0.33	28	1	0.5	0.33	12	2	0.67
