mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2014-11	3	2	27	3	1	41	14	0	0	0	0	0	0	41	14	0	41	14	55
1	2014-12	1	2	27	1	1	13	13	0	0	0	0	0	0	13	13	0	13	13	26
2	2015-01	2	2	27	2	2	26	26	0	0	0	0	0	0	26	26	0	26	26	52
3	2015-02	1	2	27	1	1	14	14	0	0	0	0	0	0	14	14	0	14	14	28
4	2015-03	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2015-04	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2015-05	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2015-06	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2015-07	1	2	27	1	1	14	14	0	0	0	0	0	0	14	14	0	14	14	28
9	2015-08	1	2	27	1	1	14	14	0	0	0	0	0	0	14	14	0	14	14	28
